"","PFCF.ratio","PB.ratio","PTB.ratio","EV.to.Sales","Enterprise.Value.over.EBITDA","EV.to.Operating.cash.flow","EV.to.Free.cash.flow","Earnings.Yield","Free.Cash.Flow.Yield","Debt.to.Equity","Inventory.Turnover","ROE","Capex.per.Share","Gross.Profit.Growth","EBIT.Growth","Operating.Income.Growth","Net.Income.Growth","EPS.Growth","EPS.Diluted.Growth","Weighted.Average.Shares.Growth","Weighted.Average.Shares.Diluted.Growth","Dividends.per.Share.Growth","Operating.Cash.Flow.growth","Free.Cash.Flow.growth","X10Y.Revenue.Growth..per.Share.","X5Y.Revenue.Growth..per.Share.","X3Y.Revenue.Growth..per.Share.","X10Y.Operating.CF.Growth..per.Share.","X5Y.Operating.CF.Growth..per.Share.","X3Y.Operating.CF.Growth..per.Share.","X10Y.Net.Income.Growth..per.Share.","X5Y.Net.Income.Growth..per.Share.","X3Y.Net.Income.Growth..per.Share.","X10Y.Shareholders.Equity.Growth..per.Share.","X5Y.Shareholders.Equity.Growth..per.Share.","X3Y.Shareholders.Equity.Growth..per.Share.","X10Y.Dividend.per.Share.Growth..per.Share.","X5Y.Dividend.per.Share.Growth..per.Share.","X3Y.Dividend.per.Share.Growth..per.Share.","Receivables.growth","Inventory.Growth","Asset.Growth","Book.Value.per.Share.Growth","Debt.Growth","R.D.Expense.Growth","X2015.PRICE.VAR...."
"1037",16.1962,2.7195,8.264,1.3451,11.8035,10.9789,23.5052,0.049,0.0613,1.2453,22.704,0.1327,-3.1328,-0.0071,-0.2832,-0.2278,-0.3052,-0.3166,-0.3131,0.0155,0.0122,0.1,-0.1888,-0.1816,0.046,-0.0179,-0.0435,0.0623,0.0064,-0.0342,0.0463,-0.0421,-0.1439,0.0864,0.0709,0.0517,0.3929,0.2242,0.1979,-0.0187,-0.4486,0.021,0.0313,-0.01,0,26.5379894969513
"2407",0,1.3637,1.4456,2.915,6.4724,8.1785,-15.2488,0.0495,-0.0643,0.002,3.262,0.0671,-4.2707,0.1143,-0.0177,-0.0015,-0.0182,-0.0256,-0.0348,0.0089,0.0136,0,-0.1193,-3.5436,0.1057,0.0683,0.1329,0.1271,0.0088,0.0014,0.0653,0.0453,0.1225,0.1525,0.0759,0.084,0,0,0,0.5419,0.2159,0.1018,0.0829,-0.2773,0,-3.00130726806031
"1465",18.0382,3.3097,0,2.0607,10.6863,16.2973,20.8334,0.0602,0.0546,0.6312,6.4434,0.1993,-1.7745,0.0539,0.0847,0.1251,0.0872,0.0898,0.0912,-0.003,-0.0038,0.0752,0.0646,0.0789,0.0581,0.0244,0.0104,0.0876,0.0691,0.0334,0.1023,0.1065,0.0746,0.0955,0.097,0.1232,0.1292,0.0891,0.0816,-0.0881,-0.2602,0.0068,-0.0175,-0.0267,0.0568,-14.4788204337554
"1913",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-23.520413384594
"2546",8.4764,1.2881,1.597,2.1022,14.8843,13.6959,13.6959,0.074,0.118,0.2102,0,0.0964,0,-0.0418,-0.1653,-0.1653,-0.2408,-0.2287,-0.2289,-0.0245,NA,0.7859,0.1179,0.1179,0.0292,0.0522,0.0496,-0.0246,0.0645,0.0957,0.078,0.0257,0.2344,0.0992,0.0882,0.0728,0.1382,0.1535,0.3113,0.1121,0,0.0396,0.0522,0.0334,0,6.87958662951133
"577",0,10.8455,0,30.7648,0,-5.6143,-5.2287,-0.1788,-0.165,0.2618,145.8193,-1.8457,-0.0472,1.7809,-0.4908,-0.466,-0.2846,0.3661,0.3661,1.0075,1.0075,0,-0.9574,-1.0178,0.021,-0.1434,-0.0552,0,0,0,0,0,0,-0.3033,0,0,0,0,0,384.8392,0,1.1394,3.5497,-0.3203,0.7185,14.0703502536642
"1418",0,1.221,1.2929,0.2495,3.5163,12.3136,-87.7581,0.185,-0.0147,0.8288,6.3267,0.2253,-0.7191,0.2923,0.2327,0.2021,0.524,0.5205,0.5205,3e-04,3e-04,0,0.242,-1.0784,NA,0.3624,0.2864,NA,0.2272,0,NA,0.2869,0.192,NA,0.1612,0.1296,NA,0,0,0.1952,-0.0654,0.071,0.2717,0.129,0,-59.9332189136391
"973",0,17.5619,17.5619,25.7067,0,-1.7997,-1.8069,-0.4857,-0.461,0,3.5668,-8.2219,0.0302,-0.8287,0.0529,-0.0897,0.0529,0.2721,0.2721,0.2999,0.2999,0,-0.1608,-0.1438,0,-0.5029,-0.6324,0,0,0,0,0,0,NA,-0.4256,-0.5317,0,0,0,-0.6518,6.4429,-0.5184,-0.8331,0,-0.239,-87.3750001192093
"12",6.8263,NA,NA,NA,NA,NA,NA,0.0329,NA,0,1060.5893,0.2331,-0.023,0.4735,0.7923,0.7927,0.8124,0.8571,0.8143,0.0072,0.018,3.2683,0.5526,0.5297,NA,0.4521,0.3367,NA,0.2707,0.1667,NA,0.4487,0.2846,NA,1.2639,0.1217,NA,0,0,0,-0.5569,0.353,0.3488,0,0,65.3736654622368
"208",0,2.103,2.1215,1.3278,95.5064,-48.5656,-19.3167,-0.032,-0.0565,0.6786,8.5196,-0.0676,-0.5677,-0.6052,-1.2904,-1.3826,-1.4257,-1.4173,-1.4309,0.0107,-0.0222,0,-1.2181,-1.7969,-0.0591,0.07,0.1119,0,0,0,0,0,0,-0.0699,-0.073,0.0172,-1,0,0,0.388,0.0241,-0.058,-0.0997,-0.0102,0,8.88754627751457
"469",19.3109,2.4301,0,2.8186,18.463,20.7179,22.7029,0.0319,0.0518,0.5124,7.5776,0.0773,-0.218,-0.0426,-0.0469,-0.2756,-0.0564,-0.0604,-0.0544,0.0051,NA,0,0.7756,0.4957,0.0509,0.0665,0.026,0.0475,0.1437,0.0782,0.0642,0.1472,1.7427,0.0472,0.0532,0.0353,0,0,0,0.0082,0.0943,0.0458,0.0187,0.1195,-0.1839,22.2054304653832
"71",13.7236,2.7981,4.3233,1.2886,9.5102,9.9916,16.0524,0.0568,0.0746,0.8365,7.9719,0.1631,-3.75,-0.0141,-0.0545,-0.067,-0.1035,-0.0623,-0.0614,-0.0442,-0.0434,0.0769,0.1809,0.4174,0.0949,0.0945,-0.0183,0.1595,0.0489,0.3625,0.1418,0.5453,-0.0396,0.074,0.0568,0.0241,0.2099,0.1914,0.3654,-0.0841,-0.0332,-0.0513,-0.0526,0.0061,0,15.4063893006679
"1822",6.4215,NA,NA,NA,NA,NA,NA,0.0616,0.251,1.4623,151.1601,0.0653,4e-04,0.5049,0.4889,0.6781,0.819,0.2879,0.2879,0,NA,1.387,0.3437,0.3374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.6883,0.583,0.6219,0.4875,0.7522,0,-35.4279561778723
"888",0,16.8445,16.8445,0,0,-52.5071,-52.3574,-0.1004,-0.0187,0.1915,0,-1.7013,-2e-04,0,-1.087,-1.0859,-1.0853,-1,-1,0,0,0,-0.1891,-0.1905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,5.197,42.5,0.001,0.2116,-20.4301054134862
"532",0,0,0,11.7965,0,-11.441,-11.3688,-0.1033,-0.0908,-10.0021,4.8974,9.263,-0.0017,1.5131,0.3344,0.3344,0.3179,0.3261,0.3261,0.0116,0.0116,0,0.2613,0.2591,0,2.3754,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3347,-0.0449,-0.451,-1.1611,-0.0336,-0.1025,59.615391081372
"1826",15.5592,2.5861,0,0.3146,7.8874,15.8421,16.4046,0.0388,0.0635,0.1772,0,0.1252,-0.0071,0.1222,0.1678,0.8454,0.101,0.0909,0.1,0.018,0.0157,0,1.3921,1.6002,0,0.2126,0.1562,0,0.1359,0.2872,0,0,0.1745,NA,0,0.8262,0,0,0,0.2435,0,0.3996,1.5377,-0.5972,0,-21.1494220240236
"120",10.6892,3.018,3.1735,0.6303,8.0384,6.296,10.354,0.0352,0.0899,0.0852,8.0112,0.1056,-1.303,0.058,2.8781,22.9677,2.4337,2.4074,2.4074,0.0196,0.0263,0,1.4123,1.7493,0.1033,0.0711,0.0255,0.1167,-0.1118,0.1386,-0.0066,0,0,-0.0838,-0.1182,-0.0531,-1,-1,-1,-0.0385,0.1672,0.0903,0.3765,-0.6926,0,15.1677370826824
"779",1.1721,0,0,44.6575,0,7.5172,7.5846,-1.5969,0.0993,0,0,0.2776,-2.4385,15.1703,0.0044,-0.3152,-0.0598,0.0491,0.0491,0.1146,0.1146,0,2.3607,2.2903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8319,0,11.7998,-0.4189,-1,1.2001,-33.000001453218
"3675",28.0078,8.0721,0,2.5599,0,24.1189,36.1686,-0.2416,0.0292,0.6356,0,-1.953,-2.0157,-0.0119,0.8564,0.799,0.7892,0.8345,0.8345,0.3086,0.3086,0,1.2085,1.1399,NA,NA,2.8315,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,-0.6782,0,-0.3637,1.2608,-0.8878,0,-83.8983050847458
"2142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.2594437252977
"1398",0,0,0,9.4479,0,-4.3413,-3.4995,-0.7457,-0.6943,-0.7095,0,1.2059,-6.5982,1.3703,-5.1278,-0.6037,-2.9023,-1.0702,-1.0702,0.8868,0.8868,0,0.1083,-0.0324,NA,-0.7444,-0.8474,NA,0,0,NA,0,0,NA,0,0,NA,0,0,-0.2001,0,-0.0211,0.2054,-0.0674,0,-58.9589595858224
"11",6.747,NA,NA,NA,NA,NA,NA,0.0465,0.068,0.0645,11.5226,0.2858,-0.7381,-0.0471,-0.0516,-0.0873,0.1193,-0.09,-0.1017,-0.1134,NA,1.2143,-0.0469,-0.0704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0207,-0.0967,0.0666,-0.0742,-0.1292,-0.1695,0,-22.605312498628
"3254",5.3726,0.9761,0,1.3213,9.0556,8.1206,8.6355,0.0942,0.1861,0.7249,13.1253,0.0949,-0.431,-0.212,-0.1424,-0.1231,-0.126,-0.0753,-0.0769,-0.0727,NA,0.0891,-0.1314,-0.0462,-0.0508,-0.0865,-0.1106,-0.0141,-0.0658,0.0853,-0.0141,0.0972,-0.0168,0.0097,0.0289,0.0299,0,0.0806,0.1379,-0.0741,-0.0641,-0.0475,-0.0638,-0.0349,-0.1194,-21.9437247031327
"1297",227.0008,4.9487,7.5323,0.6342,14.1875,44.1969,372.138,0.0491,0.0044,3.2911,7.0965,0.2508,-2.4816,0.1041,0.0378,0.1509,0.0229,0.0507,0.057,-0.0261,-0.0322,0,0.6607,1.8929,0.0281,0.1324,0.1465,0,-0.0407,0,0.0925,0.5488,0.2046,4e-04,0.1434,0.1315,0,0,0,0.1181,0.1541,0.1554,-0.0688,0.258,0,-11.3681092295925
"3433",0,NA,NA,NA,NA,NA,NA,0.0727,0.0131,0.3728,0,0.0824,-1.5836,0.37,2.0765,-0.4553,2.9174,3,2.9848,-0.0268,0.0667,0,0.3705,0.9237,NA,0.0851,0.0996,NA,-0.028,0.1505,NA,-0.1841,0,NA,0.0815,0.2678,NA,0,0,0.3433,0,0.278,0.851,0,0.3143,30.6532656218708
"3090",0,0.8807,0.9033,1.3131,3.1037,3.9774,4.1886,0.0272,-0.0663,0.589,0,0.024,-0.1033,-0.0544,-0.2887,-0.3072,-0.3378,-0.3333,-0.3333,-5e-04,-5e-04,-0.2222,-5.1867,-3.202,-0.0715,-0.1989,-0.3403,0,0,0,-0.1587,-0.2088,-0.2588,-0.0244,-0.0914,-0.2109,-0.0133,-0.049,-0.0804,0,0,0.1361,-0.0147,0.0302,0,8.35001237140447
"2889",12.0191,1.3051,1.4848,10.0528,19.3024,31.9527,28.9766,0.0756,0.0832,2.5531,0,0.0962,0.072,-0.001,0.0203,0.0203,0.016,-0.0081,0,0.007,NA,0,-0.2271,-0.1566,0.0167,0.0531,-0.029,0.0239,0.0963,-0.1047,-0.0032,0.0954,-0.0385,0.0514,0.078,0.0656,0.0013,0,0,0,0,0.1164,0.0483,0.2898,0,12.992638948824
"2150",9.0234,0.6166,0.6166,9.8065,14.0398,-69.8057,-10.1817,0.4176,0.1002,5.3005,0,0.2484,3.5985,-0.1,0.2865,-0.9364,-0.2571,-0.3214,-0.3214,0.1005,0.1005,0,0.0995,-0.9655,-0.0706,-0.0865,-0.0343,0,0,0,-0.0252,0,3.5888,5e-04,-0.0413,0.2652,0,0,0,0.5202,0,0.0235,0.2581,0,0,-2.93609805550912
"3230",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0806752495488321
"2105",18.7565,11.0625,11.0625,1.8876,12.2961,15.1194,15.6825,0.0382,0.0566,0.0985,0,0.424,-0.066,0.2968,2.839,2.9747,5.0359,4.2917,4.2917,0.0017,0.0042,0,-0.2631,-0.2529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.0667,0,0.3962,0.8665,-0.0689,0,-12.9369634691747
"1869",27.84,2.0072,0,0.1722,0,23.9649,48.9568,-0.35,0.0338,1.3937,0,-0.6562,-0.0599,-0.0558,0.4948,0.5096,0.2831,0.3778,0.3778,0.1088,0.1088,0,1.267,1.1109,-0.0734,0.026,-0.0685,0,0,0,0,0,0,-0.2192,-0.2512,-0.3074,0,0,0,-0.2673,0,-0.1236,-0.2868,-0.2292,0,-64.2168679474781
"2843",15.2787,1.4121,1.4149,7.1492,22.7679,32.6397,34.6457,0.0595,0.0655,2.8432,0,0.0844,-0.0109,0.2679,0.5632,0.5632,0.0692,0.0189,0.0099,0.0421,0.0548,0,0.1744,0.5156,NA,NA,0.147,NA,NA,0.1518,NA,NA,-0.0975,NA,NA,0.1724,NA,NA,0,0,0,0.3066,0.1005,1.0054,0,30.0441050411578
"3347",20.8234,3.6429,0,7.0356,17.7322,21.3927,23.0852,0.027,0.0478,0.4602,0,0.0974,-0.1111,0.1026,0.092,0.0951,0.1122,0.0897,0.087,0.0261,0.02,0,0.2125,0.2062,NA,0.1548,0.2387,NA,0.2505,0.2805,NA,0.3795,0.3313,NA,0.086,0.0805,NA,0,0,0.0344,0,-0.004,0.0655,-0.1998,0.0636,24.4546144529165
"2645",6.8219,1.5907,7.7031,2.6857,11.4614,10.3226,10.6505,0.0625,0.0807,0,NA,0.0861,-0.0407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.7218055944321
"944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-34.4552057010788
"2625",18.0092,4.152,0,2.6445,12.3463,17.5792,20.4714,0.0499,0.0575,0.8495,0,0.2126,-0.8663,0.0195,0.1594,0.1765,0.2552,0.3249,0.3201,-0.0511,-0.0501,0.3563,0.0337,0.021,0.0477,0.0873,0.0661,0.0572,0.2828,0.2643,0.1141,0.1238,0.1745,0.039,0.032,-0.0262,0.0747,0.0904,0.1552,-0.028,0,-0.0158,-0.1498,0.2718,0,-1.07415043218193
"2411",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-49.4936115801249
"385",14.38,1.3122,1.3282,1.0081,10.3771,15.0977,15.4547,0.0265,0.0695,0.1638,4.873,0.0355,-0.0019,0.1346,2.2342,1.8743,-0.7786,-0.7857,-0.7857,0,0,0,1.2131,3.2459,0.1546,0.116,0.0109,0,0.075,0,0,0,0.304,0.0654,0.0181,0.0259,0,0,0,0.1542,0.1326,-0.0353,-0.0092,-0.3096,0.0906,-12.7193009103384
"1040",79.8803,2.9074,4.0699,0.4078,431.9115,33.4383,87.8464,-0.0754,0.0125,0.9506,7.3681,-0.2184,-0.1782,0.1333,-2.352,-0.1122,-2.8065,-1.2759,-1.2759,0.8633,NA,0,2.4486,1.2418,-0.0592,-0.118,-0.1679,-0.179,-0.2323,-0.261,0,0,0,-0.1159,0.0101,0.0453,0,0,0,-0.0386,-0.096,-0.0963,-0.5783,-0.0271,0,-33.0960875784533
"3674",0,1.5447,1.6537,1.0676,15.6939,-16.4114,-13.0998,0.0315,-0.0545,0,5.2048,0.0482,-0.151,0.1372,-0.7084,-0.4761,-0.7017,-0.7055,-0.7083,0.01,0.0286,-0.2,-2.1551,-2.8547,-5e-04,-0.0222,-0.0204,0,0,0,-0.0211,0.0027,0.149,0.0455,0.039,0.061,0.0814,0.0401,0,0.2122,0.3577,-0.0244,0.0333,0,0.3291,-6.6902977056348
"3452",21.9573,1.7965,2.3053,1.729,8.6005,13.2474,15.2156,0.0593,0.0457,0,5.2426,0.107,-0.2477,0.2671,1.2979,1.3146,2.2362,2.2388,2.2239,0.0032,6e-04,0.0234,0.3394,0.3935,0.0353,0.13,-0.0238,0.0443,0.8069,-0.1382,0.0524,0,-0.0437,0.0412,0.0791,0.0231,0,0,0.0297,-0.0889,0.0872,0.0091,0.0556,0,-0.0107,1.1275160838484
"2778",10.9612,1.2974,1.321,5.5949,13.2434,11.0129,12.4654,0.0792,0.0912,1.2363,0,0.1037,-1.2931,0.2076,0.367,0.367,0.2956,0.2922,0.281,0.0045,NA,0.1111,-0.282,-0.391,0.0854,-0.0026,0.0974,0.0785,0.1118,-0.1326,0.0511,-0.0816,0.1218,0.1152,0.0652,0.0828,0.0616,0.0213,0.0357,0,0,0.1098,0.0977,0.4933,0,19.7027730878295
"1277",0,1.4174,98.0974,0.5017,7.4063,-40.0895,-18.8397,0.1078,-0.0634,0.353,37.2928,0.1477,-0.262,0.1358,8.9877,1.344,6.0503,5.9412,5.8235,0.0511,NA,0,-1.3349,-2.0591,NA,0.1615,0.1096,NA,0,0,NA,0.4247,0.3149,NA,0.1126,0.1211,0,0,0,0.0594,0.026,0.027,0.1479,0.5151,0,-2.47074194807138
"590",0,10.3801,10.3801,7.7908,0,-9.1722,-8.8941,-0.1199,-0.0949,0.2546,5.667,-1.204,-0.0228,2.6457,0.1755,0.1894,0.1656,0.254,0.254,0.1225,0.1225,0,-0.7252,-0.7265,NA,0.2642,0.11,NA,0,0,NA,0,0,NA,0,-0.3969,NA,0,0,0.2403,0.1279,-0.0866,-0.2922,0.0483,0.0666,68.1178003923009
"1772",0,0,0,73.2107,0,-3.3917,-3.0724,-0.3351,-0.3973,-5.1684,0.234,6.4646,-0.4197,-0.9537,-2.8109,-0.6616,-1.4646,-1.323,-1.323,0.0592,0.0592,0,-0.4526,-0.3046,0.214,-0.2741,-0.5888,0,0,0,0,0,0,0,0,0,0,0,0,30.2845,0.048,-0.5125,-1.2231,-0.0393,-0.2516,-74.0384605097817
"2016",0,0,0,9.8696,15.861,21.3482,-579.8784,0.0419,-0.003,-14.5803,0,-0.7874,-2.5196,2.5386,4.2502,3.7956,8.3454,8.4615,8.0769,0.2632,NA,0,2.389,-1.1563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,-0.0321,-2.0155,0.0938,0,0.377275768122176
"811",0,1.003,1.003,0,0,-4.4315,-4.4315,-0.2237,-0.1033,0,0,-11.1277,-0.05,0,-4.9618,-4.9618,-4.9618,-4.8846,-4.8846,NA,0.0182,NA,-5.9695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,104.2432,NA,NA,4.3566,-52.2727272727273
"3156",61.6278,1.7196,1.7338,2.7235,7.2809,9.3822,87.1994,0.0724,0.0162,0.7467,10.6413,0.1246,-5.5731,0.1073,0.1579,0.1409,0.2212,0.2195,0.2204,0,0,0.0278,6e-04,-0.0202,-0.004,-0.0199,-0.0059,0.0631,0.1124,-0.0387,0.0695,-0.0095,0.0033,0.0711,0.0675,0.0586,0.0301,0.0216,0.0261,0.0233,-0.002,0.085,0.0497,0.0454,0,-3.97553029917215
"1384",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-40.0377013387209
"1648",52.4721,1.8745,2.0106,0.5711,10.1932,30.1193,45.8701,0.0171,0.019,0.3485,34.6328,0.0319,-0.3789,0.3531,2.434,2.1903,1.6959,1.6915,1.6809,0.0076,0.0256,0,7.019,3.2585,0.0096,0.0217,0.0335,-0.0559,-0.0841,-0.2306,-0.0748,-0.1982,-0.2154,0.0407,-0.0168,-0.0104,0.0266,0,0,0.0013,0.1032,-0.0106,0.0083,-0.0045,0,17.0897891892717
"1409",0,0.5126,0.5245,0.3522,1.9225,2.6299,-2.0941,0.3407,-0.6936,0.7963,5.6282,0.2299,-6.7649,-0.0042,-0.0778,-0.0748,-0.0976,-0.1106,-0.1106,0.0362,0.5924,0,0.2862,-2.9834,NA,0.356,0.4076,NA,0.5881,0.2843,NA,0.7585,0.2412,NA,0.6873,0.4251,NA,0,0,-0.2772,0.7241,0.2041,0.2296,0.3295,0.3846,-21.3523102082014
"1901",0,9.0169,11.4509,1.5794,0,-2.5277,-2.509,-0.2727,-0.3517,0,377.8931,-2.4815,-0.0038,1.037,0.2296,0.1914,0.2705,0.5,0.5,0.2865,0.2865,0,0.0674,0.1037,-0.146,0.0086,-0.0892,0,0,0,0,0,0,-0.2866,-0.1589,0,0,0,0,1.4505,0.2612,-0.2347,-0.44,0,0.2099,45.454536423539
"2887",0,0.9707,1.4125,1.7542,0,-5.874,-5.8104,-0.0612,-0.1487,0.2666,0,-0.0598,-0.0262,-0.0225,-2.6765,-2.8133,-6.483,-1.8108,-1.8451,5.7025,5.4281,0,-8.2416,-5.4067,NA,-0.3885,-0.4352,NA,0,0,NA,0,0,NA,0,0,NA,0,0,-0.4045,0,0.8865,4.4785,-0.5917,0,1.19767917504938
"745",0,3.1491,3.1491,2795.187,0,-11.802,-10.9894,-0.2157,-0.0785,0.3954,2.0696,-0.5923,-0.2402,-0.5526,-0.5177,-0.558,-0.3068,0.7896,0.7896,5.2161,5.2161,0,-0.5612,-0.6303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1.4819,1.0952,3.1429,0.3245,-43.3747424783133
"2399",0,0.3623,0.3623,2.4936,3.8989,3.4528,-5.9217,-0.1821,-0.7173,0.839,0,0.0431,32.2176,0.3652,-1.3987,0.5566,-2.392,-2.4588,-2.4588,0.0028,-2e-04,0,0.5347,4.5255,0.0207,-0.074,0.0562,0.0155,-0.184,-0.0638,-0.0629,-0.3106,0,0.0848,-0.0303,-0.0446,0,0,0,-0.0433,0,0.0585,0.0169,-0.3969,-0.4561,-73.3997155744478
"20",9.0141,1.967,0,1.6175,15.7798,12.2075,16.6874,0.0293,0.1109,1.7013,5.3592,0.0576,-0.9999,-0.13,-0.3917,-0.1159,-0.6083,-0.617,-0.6216,0.0104,NA,0.3514,0.1107,0.1388,0.0312,0.0036,-0.0246,0.1298,0.6812,0.0404,-0.073,-0.1994,-0.2887,0.0325,0.0342,0.0302,-0.0028,0.0564,0.0396,-0.1727,-0.1127,-0.0532,-0.0114,-0.0671,0,21.6250155059632
"580",0,14.4497,14.4497,1775.1927,0,-35.2457,-33.4743,-0.0874,-0.0277,0,0,-1.2267,-0.2234,0.074,-3.1779,-1.8685,-3.1779,-2.625,-2.625,0.1528,0.1528,0,-2.1328,-2.1173,NA,NA,-0.4633,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,0,0,0.6907,1.4303,0,1.8742,-6.35776477547557
"409",37.3446,6.5929,16.1261,6.1915,34.8263,31.2308,37.496,0.0205,0.0268,0.5273,10.3852,0.1349,-0.3171,0.0154,-0.1802,-0.1764,-0.2181,-0.2244,-0.2208,0.0074,NA,-0.1761,-0.112,-0.1283,-0.0042,0.0016,-0.086,0.015,-0.0155,-0.1274,-0.0018,-0.2576,-0.1797,0.0548,0.0363,-0.0167,0.0561,0.0301,0.0318,0.0089,0.0414,-0.1255,-0.0272,-0.0609,0.2152,18.2940274497608
"2390",0,4.656,4.656,0,0,-6.3906,-5.1526,-0.1387,-0.1653,0,0,-0.6422,-0.0442,0,0.2572,0.4003,0.2557,0.2963,0.2963,0.0608,0.0608,0,-0.3862,-0.3396,0,0,0,0,0,0,0,0,0,0.077,-0.3811,-0.2799,0,0,0,3.0222,0,-0.2048,-0.2167,0,0,34.7826101979747
"761",0,0,0,0,0,-10.2382,-10.2382,-1.838,-0.0423,0,NA,0.1706,-0.0258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-66
"3444",56.7069,NA,NA,NA,NA,NA,NA,0.0057,0.1661,0,0,0.031,-1.8708,1.2813,-0.1487,-0.0159,0.0788,-0.0845,-0.0733,0.2759,1.1981,0,0.7751,0.8527,NA,NA,1.1165,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,1.6271,0,2.2313,9.9029,0,0.9925,3.68931966863211
"2380",0,1.2811,1.5471,0.8032,4.5883,10.074,-61.5502,0.1289,-0.0182,0.2912,5.7914,0.1635,-1.2355,0.3128,0.4598,0.3828,0.5657,0.5974,0.5507,-0.0387,-0.0081,0,-0.413,-1.1711,0.0999,0.1917,0.101,0.1523,0.0113,0,0.3395,0,0.1152,0.0694,0.1236,0.1088,0,0,0,0.1865,0.0363,0.0405,0.1198,-0.0191,0,-44.3624832755267
"470",17.0543,2.9426,24.7191,1.7377,10.3372,13.7641,22.1146,0.0496,0.0586,0.8776,78.1824,0.146,-3.958,0.1136,0.0324,0.0827,0.0678,0.0595,0.0545,0.0081,0.0119,0.5,0.1715,0.2263,0.1016,0.0931,0.0608,0.1189,0.1362,0.1276,0.1414,0.1569,0.1044,0.1357,0.1612,0.1696,0.0649,0.1203,0.1447,0.1484,0.0622,0.0797,0.1403,-0.0092,0,8.02220097381163
"940",0,0,0,144.4042,0,-20.927,-20.8969,-14.96,-0.041,0,0,0.0279,1.772,-0.82,-1.0491,-1.0474,0.4559,0.4715,0.4715,0.0294,0.0294,0,-1.1386,-1.1369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1.8243,0.0095,0,-0.5643,-2.15000152587891
"2661",4.0658,14.3668,14.3668,2.7419,4.4264,8.513,8.7163,-0.0073,0.0928,1.8364,0,0.628,-0.3495,0.2083,1.0618,2.175,1.8068,0.8186,0.8186,0.9966,0.9966,3.4535,2.1343,2.1379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.0304,0,0.4611,0.2685,5e-04,0,-24.7430670757212
